Phase,Code,Province,District,Constituency,Contestant,Gender,Party,Alliance,Votes,Won
2,S4KAS1,4,Kaski,1,Riyaj Gurung,Male,Mongol National Organization,,175,
2,S4KAS1,4,Kaski,1,Yagya Bahadur Thapa,Male,Nepali Congress,Democratic Alliance,25826,
2,S4KAS1,4,Kaski,1,Chandra Bahadur Ranabhat,Male,Nepali Congress (B.P.),,346,
2,S4KAS1,4,Kaski,1,Tek Bahadur Gurung,Male,Deshbhakta Janaganatantrik Morcha,,105,
2,S4KAS1,4,Kaski,1,Dipak Poudel,Male,Bibeksheel Sajha Party,,589,
2,S4KAS1,4,Kaski,1,Padam Bahadur Gurung,Male,Aamul Paribartan Masiha Party,,73,
2,S3KAS1,3,Kaski,1,Man Bahadur Gurung,Male,Sanghiya Samajwadi Forum,,786,
2,S4KAS1,4,Kaski,1,Shaugat Pokhrel,Male,Naya Shakti Party,,234,
2,S4KAS1,4,Kaski,1,Khagraj Adhikari,Male,CPN-UML,Left Alliance,39242,1
2,S4KAS1,4,Kaski,1,Madan Murari Ghimire,Male,Rastriya Janamorcha,,100,
2,S4KAS1,4,Kaski,1,Raju Pariyar,Male,Nepal Dalit Party,,10,
2,S4KAS2,4,Kaski,2,Dev Raj Chalise,Male,Nepali Congress,Democratic Alliance,18661,
2,S4KAS2,4,Kaski,2,Ratna Bhattachan,Female,Sanghiya Samajwadi Forum,,340,
2,S4KAS2,4,Kaski,2,Dipak Bhandari,Male,Naya Shakti Party,,283,
2,S4KAS2,4,Kaski,2,Rabindra Prasad Adhikari ,Male,CPN-UML,Left Alliance,27207,1
2,S4KAS2,4,Kaski,2,Shrikrishna Shrestha,Male,Bibeksheel Sajha Party,,843,
2,S4KAS2,4,Kaski,2,Dal Kumari Khatri,Female,Rastriya Janamorcha,,108,
2,S4KAS2,4,Kaski,2,Laxmi Bishwakarma,Female,Nepal Dalit party,,65,
2,S4KAS2,4,Kaski,2,Teknath Bhandari,Male,CPN-ML,,539,
2,S4KAS2,4,Kaski,2,Nirmal Khatri,Male,Independent,,119,
2,S4KAS2,4,Kaski,2,Bal Kumar Rai,Male,Sanghiya Loktantrik Rastriya Manch,,21,
2,S4KAS2,4,Kaski,2,Uma Darlami,Female,Rastriya Janamukti Party,,51,
2,S4KAS2,4,Kaski,2,Gyan Raj Gurung,Male,Mongol National Organization,,130,
2,S4KAS2,4,Kaski,2,Karna Bahadur Pun,Male,Deshbhakta Janaganatantrik Morcha,,82,
2,S4KAS3,4,Kaski,3,Durga Bahadur Kami Sunar,Male,Nepal Dalit Party,,21,
2,S4KAS3,4,Kaski,3,Bhoj Raj Tripathi,Male,Deshbhakta Janaganatantrik Morcha,,50,
2,S4KAS3,4,Kaski,3,Dil Bahadur Nepali,Male,Sanghiya Samajwadi Forum,,347,
2,S4KAS3,4,Kaski,3,Shukraraj Sharma,Male,Nepali Congress,Democratic Alliance,24304,
2,S4KAS3,4,Kaski,3,Him Lal Gautam,Male,Rastriya Janamorcha,,154,
2,S4KAS3,4,Kaski,3,Govinda Bahadur Gajmer,Male,Mongol National Organization,,75,
2,S4KAS3,4,Kaski,3,Narayan Prasad Bhandari,Male,Naya Shakti Party,,476,
2,S4KAS3,4,Kaski,3,Milan Adhikari,Male,Bibeksheel Sajha Party,,827,
2,S4KAS3,4,Kaski,3,Durga Dutta Timilsina,Male,Independent,,17,
2,S4KAS3,4,Kaski,3,Ramesh Bashel,Male,Jana Samajwadi Party,,735,
2,S4KAS3,4,Kaski,3,Jagat Bahadur Sunar (Bishwakarma),Male,CPN-UML,Left Alliance,32690,1
2,S4TAN1,4,Tanahu,1,Hasta Bahadur Kichim Thapa,Male,Rastriya Janamukti Party,,457,
2,S4TAN1,4,Tanahu,1,Man Bahadur Thapa,Male,CPN-ML,,1231,
2,S4TAN1,4,Tanahu,1,Sundar Lal Shrestha,Male,Deshbhakta Janaganatantrik Morcha,,53,
2,S4TAN1,4,Tanahu,1,Resham Kumar Shrestha,Male,Independent,,17,
2,S4TAN1,4,Tanahu,1,Ramchandra Poudel,Male,Nepali Congress,Democratic Alliance,27690,
2,S4TAN1,4,Tanahu,1,Shri Kumar Shrestha,Male,Rastriya Janamorcha,,67,
2,S4TAN1,4,Tanahu,1,Krishna Kumar Shrestha,Male,CPN-UML,Left Alliance,34492,1
2,S4TAN1,4,Tanahu,1,Min Bahadur Gurung,Male,Mongol National Organization,,34,
2,S4TAN1,4,Tanahu,1,Chet Mani Pandeya,Male,Unified RPP (Nationalist),,198,
2,S4TAN1,4,Tanahu,1,Durga Bahadur Thapa,Male,Independent,,52,
2,S4TAN1,4,Tanahu,1,Buddhi Bahadur J.C.,Male,CPN-Marxist,,40,
2,S4TAN2,4,Tanahu,2,Nara Bahadur Thapa,Male,Rastriya Janamorcha,,114,
2,S4TAN2,4,Tanahu,2,Bijay Kumar Shahi,Male,Unified RPP (Nationalist),,80,
2,S4TAN2,4,Tanahu,2,Krishna Raj Ghimire,Male,Naya Shakti Party,,206,
2,S4TAN2,4,Tanahu,2,Shanker Bhandari,Male,Nepali Congress,Democratic Alliance,29645,
2,S4TAN2,4,Tanahu,2,Baburam Subedi,Male,Deshbhakta Janaganatantrik Morcha,,56,
2,S4TAN2,4,Tanahu,2,Kedar Sigdel,Male,CPN-UML,Left Alliance,32924,1
2,S4TAN2,4,Tanahu,2,Shukra Bahadur Thapa,Male,Mongol National Organization,,93,
2,S4TAN2,4,Tanahu,2,Purna Bahadur Rana,Male,Rastriya Janamukti Party,,800,
2,S4TAN2,4,Tanahu,2,Jit Bahadur Pariyar,Male,CPN-ML,,1168,
2,S4TAN2,4,Tanahu,2,Yam Bahadur Ale,Male,Nepali Congress (B.P.),,179,
2,S4SYA1,4,Syangja,1,Raju Thapa,Male,Nepali Congress,Democratic Alliance,28662,
2,S4SYA1,4,Syangja,1,Tika Ram Poudel,Male,Naya Shakti Party,,264,
2,S4SYA1,4,Syangja,1,Baburam Thapa,Male,Rastriya Janamukti Party,,105,
2,S4SYA1,4,Syangja,1,Narayan Prasad Marasini,Male,CPN-UML,Left Alliance,39226,1
2,S4SYA1,4,Syangja,1,Chandi Prasad Poudel,Male,Independent,,30,
2,S4SYA1,4,Syangja,1,Game Bahadur Hamal,Male,Rastriya Janamorcha,,71,
2,S4SYA1,4,Syangja,1,Bhim Bahadur Gurung,Male,Mongol National Organization,,118,
2,S4SYA2,4,Syangja,2,Ram Bhakta Bhattarai,Male,Nepali Congress (B.P.),,9,
2,S4SYA2,4,Syangja,2,Ratna Bahadur Gurung,Male,Mongol National Organization,,143,
2,S4SYA2,4,Syangja,2,Ishwor Bahadur Rana,Male,Rastriya Janamukti Party,,483,
2,S4SYA2,4,Syangja,2,Padma Kumari Aryal,Female,CPN-UML,Left Alliance,35142,1
2,S4SYA2,4,Syangja,2,Gopal Man Shrestha,Male,Nepali Congress,Democratic Alliance,31436,
2,S4SYA2,4,Syangja,2,Tika Ram Regmi,Male,Naya Shakti Party,,129,
2,S4SYA2,4,Syangja,2,Arjun Rana,Male,Sanghiya Samajwadi Forum,,133,
2,S4SYA2,4,Syangja,2,Rajendra Prasad Gaire,Male,Rastriya Janamorcha,,180,
2,S5GUL1,5,Gulmi,1,Tej Bahadur Thapa,Male,Naya Shakti Party,,102,
2,S5GUL1,5,Gulmi,1,Chandrakant Bhandari,Male,Nepali Congress,Democratic Alliance,30256,
2,S5GUL1,5,Gulmi,1,Durga Bahadur Sartunge Magar,Male,Sanghiya Samajwadi Forum,,47,
2,S5GUL1,5,Gulmi,1,Damodar Bhandari,Male,Independent,,40,
2,S5GUL1,5,Gulmi,1,Madhu Malati Budathoki,Female,Rastriya Janamukti Party,,110,
2,S5GUL1,5,Gulmi,1,Mina Nepali,Female,Independent,,5,
2,S5GUL1,5,Gulmi,1,Keshav Adhikari,Male,Deshbhakta Janaganatantrik Morcha,,97,
2,S5GUL1,5,Gulmi,1,Laxman Bhandari,Male,Independent,,19,
2,S5GUL1,5,Gulmi,1,Shriprasad Pun,Male,Mongol National Organization,,92,
2,S5GUL1,5,Gulmi,1,Pradip Kumar Gyawali,Male,CPN-UML,Left Alliance,37814,1
2,S5GUL1,5,Gulmi,1,Chhabilal Sartungi,Male,Rastriya Janamorcha,,267,
2,S5GUL2,5,Gulmi,2,Gokarna Raj Bista,Male,CPN-UML,Left Alliance,34618,1
2,S5GUL2,5,Gulmi,2,Gita Pandeya,Female,Independent,,22,
2,S5GUL2,5,Gulmi,2,Padam Thapa Magar,Male,Mongol National Organization,,193,
2,S5GUL2,5,Gulmi,2,Chandra Bahadur K.C.,Male,Nepali Congress,Democratic Alliance,20157,
2,S5GUL2,5,Gulmi,2,Krishna Bahadur Sartungi,Male,Sanghiya Samajwadi Forum,,73,
2,S5GUL2,5,Gulmi,2,Rameshwar Khatri,Male,Rastriya Janamorcha,,453,
2,S5GUL2,5,Gulmi,2,Ganesh Kunwar,Male,Naya Shakti Party,,296,
2,S5GUL2,5,Gulmi,2,Gita Pandey,Female,Independent,,12,
2,S5GUL2,5,Gulmi,2,Churamani Bhandari,Male,Independent,,27,
2,S5PAL1,5,Palpa,1,Binod Devkota,Male,Independent,,26,
2,S5PAL1,5,Palpa,1,Bijay Raj Ghimire,Male,Nepali Congress,Democratic Alliance,23993,
2,S5PAL1,5,Palpa,1,Man Bahadur Kammu Magar,Male,Sanghiya Samajwadi Forum,,76,
2,S5PAL1,5,Palpa,1,Chudamani Pokhrel,Male,Independent,,31,
2,S5PAL1,5,Palpa,1,Dhurva Raj Bhandari,Male,Independent,,15,
2,S5PAL1,5,Palpa,1,Ramesh Prasad Khanal,Male,Independent,,8,
2,S5PAL1,5,Palpa,1,Hari Dev Thapa,Male,Rastriya Janamukti Party,,121,
2,S5PAL1,5,Palpa,1,Man Dhwaj Shrestha,Male,Deshbhakta Janaganatantrik Morcha,,25,
2,S5PAL1,5,Palpa,1,Pahal Singh Sinjali,Male,Rastriya Janamorcha,,226,
2,S5PAL1,5,Palpa,1,Dal Bahadur Rana ,Male,CPN-UML,Left Alliance,32549,1
2,S5PAL1,5,Palpa,1,Tulbir Darlami,Male,Mongol National Organization,,1086,
2,S5PAL2,5,Palpa,2,Um Bahadur Somai,Male,CPN-Marxist,,19,
2,S5PAL2,5,Palpa,2,Dhan Keshar Suryabansi,Male,Rastriya Janamukti Party,,794,
2,S5PAL2,5,Palpa,2,Som Prasad Pandeya,Male,CPN-UML,Left Alliance,34899,1
2,S5PAL2,5,Palpa,2,Hari Prasad Nepal,Male,Nepali Congress,Democratic Alliance,24544,
2,S5PAL2,5,Palpa,2,Kum Bahadur Gharti Magar,Male,Sanghiya Samajwadi Forum,,65,
2,S5PAL2,5,Palpa,2,Gopal Bahadur Kunwar Chhetri,Male,Unified RPP (Nationalist),,145,
2,S5PAL2,5,Palpa,2,Bal Bahadur Darlami,Male,Rastriya Janamorcha,,569,
2,S5PAL2,5,Palpa,2,Homnath Neupane,Male,Independent,,11,
2,S5PAL2,5,Palpa,2,Thamman Bahadur Budha Magar,Male,Mongol National Organization,,1005,
2,S5PAL2,5,Palpa,2,Bhugol Prasad Baiju Shrestha,Male,Independent,,81,
2,S5ARG1,5,Arghakhanchi,1,Dilliraj Bhusal,Male,Independent,,136,
2,S5ARG1,5,Arghakhanchi,1,Bhojraj Damase,Male,Unified RPP (Nationalist),,178,
2,S5ARG1,5,Arghakhanchi,1,Ram Bahadur B.C. (Dr.),Male,Nepali Congress,Democratic Alliance,32544,
2,S5ARG1,5,Arghakhanchi,1,Bishnu Kumar Gurung,Male,Mongol National Organization,,137,
2,S5ARG1,5,Arghakhanchi,1,Chhanda Bahadur Panthi,Male,Naya Shakti Party,,580,
2,S5ARG1,5,Arghakhanchi,1,Bishnu Prasad Mishra,Male,Bibeksheel Sajha Party,,480,
2,S5ARG1,5,Arghakhanchi,1,Top Bahadur Rayamajhi,Male,Maoist Centre,Left Alliance,50837,1
2,S4NAWE1,4,Nawalparasi (E),1,Gopal Giri,Male,Rastriya Janamorcha,,573,
2,S4NAWE1,4,Nawalparasi (E),1,Shashankh Koirala (Dr.),Male,Nepali Congress,Democratic Alliance,40620,1
2,S4NAWE1,4,Nawalparasi (E),1,Bhavisor Parajuli,Male,Maoist Centre,Left Alliance,36596,
2,S4NAWE1,4,Nawalparasi (E),1,Krishna Prasad Sharma Gautam,Male,Naya Shakti Party,,843,
2,S4NAWE1,4,Nawalparasi (E),1,Hari Prasad Gautam,Male,Bibeksheel Sajha Party,,1082,
2,S4NAWE1,4,Nawalparasi (E),1,Pitambar Tiwari,Male,Deshbhakta Janaganatantrik Morcha,,165,
2,S4NAWE1,4,Nawalparasi (E),1,Tilak Thapa Magar,Male,Rastriya Janamukti Party,,711,
2,S4NAWE1,4,Nawalparasi (E),1,Kumar Gurung,Male,Mongol National Organization,,634,
2,S4NAWE2,4,Nawalparasi (E),2,Ful Kumari Purja Pun,Female,Sanghiya Samajwadi Forum,,79,
2,S4NAWE2,4,Nawalparasi (E),2,Bhagirath Sharma,Male,Rastriya Janamorcha,,207,
2,S4NAWE2,4,Nawalparasi (E),2,Til Bahadur Mahat Chhetri,Male,CPN-UML,Left Alliance,39053,1
2,S4NAWE2,4,Nawalparasi (E),2,Om Narayan Thanet,Male,RJP-N,,296,
2,S4NAWE2,4,Nawalparasi (E),2,Laxmi Narayan Mahato,Male,Independent,,25,
2,S4NAWE2,4,Nawalparasi (E),2,Bishnu Kumar Karki,Male,Nepali Congress,Democratic Alliance,37720,
2,S4NAWE2,4,Nawalparasi (E),2,Chiranjibi J.C.,Male,Independent,,26,
2,S4NAWE2,4,Nawalparasi (E),2,Pitambar Mahato,Male,Naya Shakti Party,,278,
2,S4NAWE2,4,Nawalparasi (E),2,Narayan Prasad Pangeni,Male,Deshbhakta Janaganatantrik Morcha,,69,
2,S4NAWE2,4,Nawalparasi (E),2,Bindu Kafle,Male,Independent,,20,
2,S4NAWE2,4,Nawalparasi (E),2,Shrikanta Kharel,Male,Independent,,32,
2,S4NAWE2,4,Nawalparasi (E),2,Singh Bahadur Thapa,Male,Rastriya Janamukti Party,,543,
2,S5RUP1,5,Rupandehi,1,Hom Bahadur Karmacharya,Male,CPN-Marxist,,94,
2,S5RUP1,5,Rupandehi,1,Mojib Ali Musalman,Male,Deshbhakta Janaganatantrik Morcha,,101,
2,S5RUP1,5,Rupandehi,1,Bishnu Prasad Neupane,Male,Independent,,25,
2,S5RUP1,5,Rupandehi,1,Bala Nanda Ghimire,Male,Rastriya Janamorcha,,166,
2,S5RUP1,5,Rupandehi,1,Mukhtar Ahmed Gaddhi,Male,Independent,,20,
2,S5RUP1,5,Rupandehi,1,Jitendra Prasad Tharu,Male,Unified RPP (Nationalist),,998,
2,S5RUP1,5,Rupandehi,1,Abdul Rjaak Gaddhi,Male,Nepali Congress,Democratic Alliance,26885,
2,S5RUP1,5,Rupandehi,1,Mangal Prasad Chaudhary,Male,Independent,,46,
2,S5RUP1,5,Rupandehi,1,Chandravan Tiwari,Male,RJP-N,,2374,
2,S5RUP1,5,Rupandehi,1,Chhabilal Bishwakarma,Male,CPN-UML,Left Alliance,34752,1
2,S5RUP1,5,Rupandehi,1,Madan Prasad Pokhrel,Male,Independent,,31,
2,S5RUP1,5,Rupandehi,1,Shiva Bahadur Gurung,Male,Mongol National Organization,,288,
2,S5RUP1,5,Rupandehi,1,Bidhya Prasad Yadav,Male,Sanghiya Samajwadi Forum,,12764,
2,S5RUP1,5,Rupandehi,1,Sujit Chaudhary Kurmi,Male,Bahujan Shakti Party,,582,
2,S5RUP1,5,Rupandehi,1,Jham Bahadur Gurung,Male,Rastriya Janamukti Party,,3548,
2,S5RUP2,5,Rupandehi,2,Dal Bahadur Chhantyal Rana,Male,Deshbhakta Janaganatantrik Morcha,,160,
2,S5RUP2,5,Rupandehi,2,Yuvraj Giri,Male,Nepali Congress,Democratic Alliance,21946,
2,S5RUP2,5,Rupandehi,2,Kiran Gupta,Male,Sanghiya Samajwadi Forum,,435,
2,S5RUP2,5,Rupandehi,2,Bir Bahadur Tamang,Male,Independent,,6,
2,S5RUP2,5,Rupandehi,2,Rudra Prasad Ghimire,Male,Independent,,21,
2,S5RUP2,5,Rupandehi,2,Suresh Pariyar,Male,Nepal Majdur Kishan Party,,57,
2,S5RUP2,5,Rupandehi,2,Dilli Prasad Padhya,Male,Rastriya Janamorcha,,377,
2,S5RUP2,5,Rupandehi,2,Om Prasad Pandeya,Male,Independent,,13,
2,S5RUP2,5,Rupandehi,2,Khagulal Giri,Male,Independent,,3,
2,S5RUP2,5,Rupandehi,2,Min Prasad Aryal,Male,Independent,,14,
2,S5RUP2,5,Rupandehi,2,Manikar Karki,Male,Naya Shakti Party,,411,
2,S5RUP2,5,Rupandehi,2,Bishnu Prasad Poudel ,Male,CPN-UML,Left Alliance,44009,1
2,S5RUP2,5,Rupandehi,2,Laxmi Prasad Pathak,Male,Unified RPP (Nationalist),,120,
2,S5RUP2,5,Rupandehi,2,Pradip J.C.,Male,Independent,,11,
2,S5RUP2,5,Rupandehi,2,Hari Krishna Adhikari,Male,Bibeksheel Sajha Party,,1323,
2,S5RUP2,5,Rupandehi,2,Ruk Bahadur Pun,Male,Rastriya Janamukti Party,,3568,
2,S5RUP3,5,Rupandehi,3,Bijay Bahadur Yadav,Male,Independent,,31,
2,S5RUP3,5,Rupandehi,3,Khemraj Marasini,Male,Deshbhakta Janaganatantrik Morcha,,275,
2,S5RUP3,5,Rupandehi,3,Yuvraj Ghimire,Male,Independent,,16,
2,S5RUP3,5,Rupandehi,3,Khem Lal Kandel,Male,Independent,,20,
2,S5RUP3,5,Rupandehi,3,Bhanu J.C.,Male,Rastriya Janamorcha,,135,
2,S5RUP3,5,Rupandehi,3,Omprakash Bishwakarma,Male,Naya Shakti Party,,343,
2,S5RUP3,5,Rupandehi,3,Amrit Prasad Sharma Bhattarai,Male,Nepali Congress (B.P.),,93,
2,S5RUP3,5,Rupandehi,3,Bachun K.C.,Male,Independent,,490,
2,S5RUP3,5,Rupandehi,3,Kiran B.K.,Male,Independent,,36,
2,S5RUP3,5,Rupandehi,3,Kamal Prasad Sharma Upadhay,Male,Unified RPP (Nationalist),,1856,
2,S5RUP3,5,Rupandehi,3,Birendra Bahadur Thapa,Male,Independent,,12,
2,S5RUP3,5,Rupandehi,3,Durga Prasad Pandey,Male,Independent,,7,
2,S5RUP3,5,Rupandehi,3,Akalu Kumhal,Male,Nepal Yuwa Kishan Party,,55,
2,S5RUP3,5,Rupandehi,3,Anand Prasad Gupta,Male,Independent,,457,
2,S5RUP3,5,Rupandehi,3,Dipak Bohara,Male,RPP (Democratic),,27422,
2,S5RUP3,5,Rupandehi,3,Ghanashyam Bhusal,Male,CPN-UML,Left Alliance,32866,1
2,S5RUP3,5,Rupandehi,3,Mahendra Yadav,Male,Sanghiya Samajwadi Forum,,12536,
2,S5RUP3,5,Rupandehi,3,Surya Kumar Saru Magar,Male,Rastriya Janamukti Party,,2409,
2,S5RUP3,5,Rupandehi,3,Pathirvendra Upadhyay,Male,Bibeksheel Sajha Party,,746,
2,S5RUP3,5,Rupandehi,3,Nabab Musalman,Male,Independent,,151,
2,S5RUP3,5,Rupandehi,3,Binod Gaire,Male,Independent,,27,
2,S5RUP4,5,Rupandehi,4,Mahendra Nath Singh Rae,Male,Independent,,128,
2,S5RUP4,5,Rupandehi,4,Purnabasi Kurmi,Male,Independent,,42,
2,S5RUP4,5,Rupandehi,4,Shugreeb Kahar,Male,Independent,,49,
2,S5RUP4,5,Rupandehi,4,Narayan Prasad Kharel,Male,Nepal Janata Party,,748,
2,S5RUP4,5,Rupandehi,4,Surendra Kewat,Male,Deshbhakta Loktantrik Party,,249,
2,S5RUP4,5,Rupandehi,4,Hasanraja Musalman,Male,Deshbhakta Janaganatantrik Morcha,,135,
2,S5RUP4,5,Rupandehi,4,Pramod Kumar Yadav,Male,Nepali Congress,Democratic Alliance,31718,1
2,S5RUP4,5,Rupandehi,4,Amikamani Tripathi,Male,Unified RPP (Nationalist),,220,
2,S5RUP4,5,Rupandehi,4,Sharvendra Nath Shukla,Male,RJP-N,,20416,
2,S5RUP4,5,Rupandehi,4,Shudarshan Yadav,Male,Rastriya Janamukti Party,,217,
2,S5RUP4,5,Rupandehi,4,Sanjay Kumar Mishra,Male,Nepal Yuwa Kishan Party,,491,
2,S5RUP4,5,Rupandehi,4,Ambika Prasad Thebe,Male,CPN-Marxist,,94,
2,S5RUP4,5,Rupandehi,4,Abdul Juber Musalman,Male,Independent,,90,
2,S5RUP4,5,Rupandehi,4,Kanti Lodh,Male,Independent,,28,
2,S5RUP4,5,Rupandehi,4,Om Prakash Yadav,Male,CPN-UML,Left Alliance,4079,
2,S5RUP4,5,Rupandehi,4,Om Prakash Yadav,Male,Sanghiya Samajwadi Forum,,2306,
2,S5RUP5,5,Rupandehi,5,Anil Ahmed Khan,Male,Nepal Yuwa Kishan Party,,361,
2,S5RUP5,5,Rupandehi,5,Santosh Kumar Gupta,Male,Independent,,35,
2,S5RUP5,5,Rupandehi,5,Bhair Bahadur Thapa Magar,Male,Rastriya Janamukti Party,,1657,
2,S5RUP5,5,Rupandehi,5,Him Lal Pandey,Male,Nepal Majdur Kishan Party,,59,
2,S5RUP5,5,Rupandehi,5,Santaram Harijan,Male,CPN-Marxist,,73,
2,S5RUP5,5,Rupandehi,5,Jan Prasad Midun,Male,Mongol National Organization,,172,
2,S5RUP5,5,Rupandehi,5,Dila Ram Acharya,Male,Maoist Centre,Left Alliance,20438,
2,S5RUP5,5,Rupandehi,5,Safi Ullah Musalman,Male,Independent,,45,
2,S5RUP5,5,Rupandehi,5,Krishna Upadhay,Male,CPN-ML,,1879,
2,S5RUP5,5,Rupandehi,5,Surya Nath Yadav,Male,Unified RPP (Nationalist),,127,
2,S5RUP5,5,Rupandehi,5,Krishna Bam Malla,Male,Rastriya Janamorcha,,454,
2,S5RUP5,5,Rupandehi,5,Abbu Harera Musalman,Male,Independent,,31,
2,S5RUP5,5,Rupandehi,5,Bom Bahadur Darlami Magar,Male,Naya Shakti Party,,95,
2,S5RUP5,5,Rupandehi,5,Muhmamd Waqil Musalman,Male,Sanghiya Samajwadi Forum,,14121,
2,S5RUP5,5,Rupandehi,5,Harishchandra Kalwar,Male,Independent,,38,
2,S5RUP5,5,Rupandehi,5,Bharat Kumar Shaha,Male,Nepali Congress,Democratic Alliance,33088,1
2,S5RUP5,5,Rupandehi,5,Gyanendra Prasad Poudel,Male,Deshbhakta Janaganatantrik Morcha,,216,
2,S5RUP5,5,Rupandehi,5,Bhola Nath Basyal,Male,Independent,,33,
2,S5RUP5,5,Rupandehi,5,Rajendra Gupta,Male,RJP-N,,1337,
2,S5KAP1,5,Kapilvastu,1,Santosh Kumar Pandey,Male,Nepal Yuwa Kishan Party,,126,
2,S5KAP1,5,Kapilvastu,1,Dan Bahadur Kurmi Chaudhary,Male,Naya Shakti Party,,4689,
2,S5KAP1,5,Kapilvastu,1,Jit Bahadur Chaudhary,Male,Nepal Loktantrik Janata Congress,,815,
2,S5KAP1,5,Kapilvastu,1,Madhav Bhat,Male,Rastriya Janamorcha,,717,
2,S5KAP1,5,Kapilvastu,1,Dhan Bahadur Midun Thapa,Male,Rastriya Janamukti Party,,822,
2,S5KAP1,5,Kapilvastu,1,Durga Bahadur Sen,Male,Independent,,30,
2,S5KAP1,5,Kapilvastu,1,Chakarpani Khanal,Male,Maoist Centre,Left Alliance,29799,1
2,S5KAP1,5,Kapilvastu,1,Abdul Rashid Khan,Male,Sanghiya Samajwadi Forum,,11812,
2,S5KAP1,5,Kapilvastu,1,Tek Bahadur Sunar,Male,Independent,,32,
2,S5KAP1,5,Kapilvastu,1,Punya Prasad Kurmi,Male,Independent,,89,
2,S5KAP1,5,Kapilvastu,1,Chandra Kant Sharma,Male,Independent,,58,
2,S5KAP1,5,Kapilvastu,1,Niraj Kumar K.C.,Male,Deshbhakta Janaganatantrik Morcha,,284,
2,S5KAP1,5,Kapilvastu,1,Chet Narayan Upadhay Panthi,Male,Jana Samajwadi Party,,2346,
2,S5KAP1,5,Kapilvastu,1,Binod Kumar Gupta Teli,Male,Nepal Janata Party,,337,
2,S5KAP1,5,Kapilvastu,1,Deep Kumar Upadhay,Male,Nepali Congress,Democratic Alliance,28853,
2,S5KAP1,5,Kapilvastu,1,Chhabilal Chamar,Male,Independent,,76,
2,S5KAP1,5,Kapilvastu,1,Tufel Khan,Male,Independent,,102,
2,S5KAP2,5,Kapilvastu,2,Surendra Raj Achaya,Male,Nepali Congress,Democratic Alliance,31566,
2,S5KAP2,5,Kapilvastu,2,Kailash Prasad Agrahari / Baniya,Male,Independent,,24,
2,S5KAP2,5,Kapilvastu,2,Ram Newas Yadav,Male,Sanghiya Samajwadi Forum,,1774,
2,S5KAP2,5,Kapilvastu,2,Satrughan Bilas Singh Kurmi,Male,RJP-N,,2048,
2,S5KAP2,5,Kapilvastu,2,Indramani Poudel,Male,Naya Shakti Party,,132,
2,S5KAP2,5,Kapilvastu,2,Pradip Kumar Chaudhary Kurmi,Male,Jana Samajwadi Party,,400,
2,S5KAP2,5,Kapilvastu,2,Naramaya Thapa,Female,Rastriya Janamukti Party,,84,
2,S5KAP2,5,Kapilvastu,2,Buddhi Bahadur Saru Thapa,Male,Mongol National Organization,,76,
2,S5KAP2,5,Kapilvastu,2,Shiva Mangal Chaudhary,Male,Deshbhakta Janaganatantrik Morcha,,52,
2,S5KAP2,5,Kapilvastu,2,Laxmi Kumari Bhandari,Female,Rastriya Janamorcha,,242,
2,S5KAP2,5,Kapilvastu,2,Nirajan Singh Chaudhary,Male,Independent,,18,
2,S5KAP2,5,Kapilvastu,2,Mohammad Shami Musalman,Male,Independent,,239,
2,S5KAP2,5,Kapilvastu,2,Kamala Devi Shrivastav,Female,Unified RPP (Nationalist),,96,
2,S5KAP2,5,Kapilvastu,2,Brijesh Kumar Gupta,Male,CPN-UML,Left Alliance,35147,1
2,S5KAP2,5,Kapilvastu,2,Ranjit Kumar Agrahari,Male,Independent,,16,
2,S5KAP3,5,Kapilvastu,3,Ilyas Musalman,Male,Naya Shakti Party,,243,
2,S5KAP3,5,Kapilvastu,3,Ramrup Badai,Male,Independent,,19,
2,S5KAP3,5,Kapilvastu,3,Abdul Mobin Musalman,Male,Independent,,48,
2,S5KAP3,5,Kapilvastu,3,Aagyaram Kori,Male,Independent,,38,
2,S5KAP3,5,Kapilvastu,3,Anil Kumar Gupta,Male,Independent,,140,
2,S5KAP3,5,Kapilvastu,3,Mangal Prasad Gupta,Male,Sanghiya Samajwadi Forum,,15826,
2,S5KAP3,5,Kapilvastu,3,Narsing Chaudhary,Male,RJP-N,,4987,
2,S5KAP3,5,Kapilvastu,3,Chhand Bahadur K.C.,Male,Rastriya Janamorcha,,450,
2,S5KAP3,5,Kapilvastu,3,Ishwor Dayal Mishra,Male,CPN-UML,Left Alliance,14330,
2,S5KAP3,5,Kapilvastu,3,Abdul Hakik Musalman,Male,Independent,,19,
2,S5KAP3,5,Kapilvastu,3,Sadhana Chaudhary,Male,Independent,,37,
2,S5KAP3,5,Kapilvastu,3,Anurag Mani Tripathi,Male,Independent,,47,
2,S5KAP3,5,Kapilvastu,3,Om Narayan Chaturvedi,Male,CPN-ML,,645,
2,S5KAP3,5,Kapilvastu,3,Abdul Salam Khan,Male,Deshbhakta Janaganatantrik Morcha,,267,
2,S5KAP3,5,Kapilvastu,3,Abhishek Pratap Shah,Male,Nepali Congress,Democratic Alliance,20001,1
2,S5KAP3,5,Kapilvastu,3,Aajad Ahmed Khan,Male,Independent,,38,
2,S5KAP3,5,Kapilvastu,3,Mangal Prasad Chaudhary,Male,Nepal Sanghiya Samajwadi Party,,1073,
2,S5KAP3,5,Kapilvastu,3,Yarif Ali Khan,Male,Independent,,12,
