Phase,Code,Province,District,National_Constituency,Province_Constituency,Contestant,Gender,Party,Votes,Won
2,S2SIR12,2,Siraha,1,B,Ram Krishna Sah,Male,Sanghiya Loktrantik Rastriya Manch,126,
2,S2SIR12,2,Siraha,1,B,Ramchandra Sah,Male,Unified RPP (Nationalist),66,
2,S2SIR12,2,Siraha,1,B,Wali Ram Sah,Male,Independent,5,
2,S2SIR21,2,Siraha,2,A,Ram Narayan Yadav,Male,Independent,28,
2,S2SIR21,2,Siraha,2,A,Bijay Kumar Yadav,Male,Sanghiya Samajwadi Forum,10383,1
2,S2SIR21,2,Siraha,2,A,Shailendra Kumar Yadav,Male,Nepali Congress,6816,
2,S2SIR21,2,Siraha,2,A,Ashok Kumar Yadav,Male,Independent,32,
2,S2SIR21,2,Siraha,2,A,Ramsakhi Kumari,Female,CPN-ML,1003,
2,S2SIR21,2,Siraha,2,A,Anil Kumar Yadav,Male,Independent,56,
2,S2SIR21,2,Siraha,2,A,Ram Bilas Sah,Male,Nepal Janata Party,648,
2,S2SIR21,2,Siraha,2,A,Laxman Kumar Yadav,Male,Independent,15,
2,S2SIR21,2,Siraha,2,A,Jiwach Kumar Yadav,Male,Maoist Centre,9154,
2,S2SIR21,2,Siraha,2,A,Shiva Narayan Yadav,Male,RPP,67,
2,S2SIR21,2,Siraha,2,A,Amiri Kumar Yadav,Male,Bibeksheel Sajha Party,112,
2,S2SIR21,2,Siraha,2,A,Mahadev Yadav,Male,Independent,59,
2,S2SIR21,2,Siraha,2,A,Baidhanath Yadav,Male,Independent,14,
2,S2SIR22,2,Siraha,2,B,Rajkumar Sah Roniyar,Male,Independent,27,
2,S2SIR22,2,Siraha,2,B,Nirmala Yadav,Female,Sanghiya Samajwadi Forum,6574,
2,S2SIR22,2,Siraha,2,B,Tapeshwar Mahato Koiri,Male,Nepali Congress,8414,
2,S2SIR22,2,Siraha,2,B,Jageshwar Mahato,Male,RPP,76,
2,S2SIR22,2,Siraha,2,B,Ram Prakash Yadav,Male,Nepal Janata Party,169,
2,S2SIR22,2,Siraha,2,B,Manoj Kumar Das,Male,Independent,9,
2,S2SIR22,2,Siraha,2,B,Shambhu Chaudhary,Male,Independent,5,
2,S2SIR22,2,Siraha,2,B,Bipin Kumar Sah,Male,Independent,3,
2,S2SIR22,2,Siraha,2,B,Kamal Prasad Yadav,Male,Naya Shakti Party,186,
2,S2SIR22,2,Siraha,2,B,Bhagawat Mukhiya,Male,Independent,61,
2,S2SIR22,2,Siraha,2,B,Ishwar Pariyar,Male,Independent,30,
2,S2SIR22,2,Siraha,2,B,Biseshwar Prasad Lamsal,Male,CPN-ML,714,
2,S2SIR22,2,Siraha,2,B,Kusum Yadav,Male,Independent,27,
2,S2SIR22,2,Siraha,2,B,Muna Prasad Sah Roniyar,Male,Independent,74,
2,S2SIR22,2,Siraha,2,B,Madhu Yadav,Male,Independent,9,
2,S2SIR22,2,Siraha,2,B,Madan Sen Prasad Shreewastw,Male,CPN-UML,12521,1
2,S2SIR31,2,Siraha,3,A,Birendra Kumar Thapa Magar,Male,Rastriya Janamukti Party,164,
2,S2SIR31,2,Siraha,3,A,Sanjib Kumar Singh,Male,Nepal Majdur Kishan Party,59,
2,S2SIR31,2,Siraha,3,A,Dev Dayal Singh,Male,Unified RPP (Nationalist),283,
2,S2SIR31,2,Siraha,3,A,Ijrayal Miya,Male,Independent,12,
2,S2SIR31,2,Siraha,3,A,Mo. Phiroj Ansari,Male,Independent,25,
2,S2SIR31,2,Siraha,3,A,Ram Kumar Yadav,Male,Maoist Centre,11866,1
2,S2SIR31,2,Siraha,3,A,Dhanpati Mahto,Male,Bibeksheel Sajha Party,397,
2,S2SIR31,2,Siraha,3,A,Ramchandra Mahato Koiri,Male,RPP,75,
2,S2SIR31,2,Siraha,3,A,Shakti Kumar Yadav,Male,Independent,12,
2,S2SIR31,2,Siraha,3,A,Bijali Bhagat Kalwar,Male,Independent,54,
2,S2SIR31,2,Siraha,3,A,Manoj Kumar Singh,Male,Sanghiya Samajwadi Forum,10933,
2,S2SIR31,2,Siraha,3,A,Dipendra Kumar Singh,Male,Independent,51,
2,S2SIR31,2,Siraha,3,A,Kasam Kumar Lama,Male,Independent,80,
2,S2SIR31,2,Siraha,3,A,Yogendra Prasad Pal,Male,Nepal Janata Party,249,
2,S2SIR31,2,Siraha,3,A,Mustaq Ansari,Male,Nepali Congress,4158,
2,S2SIR31,2,Siraha,3,A,Siyaram Mukhiya,Male,Independent,19,
2,S2SIR31,2,Siraha,3,A,Bisun Kumar Pal,Male,Sanghiya Loktrantik Rastriya Manch,90,
2,S2SIR32,2,Siraha,3,B,Ram Ekwal Yadav,Male,Naya Shakti Party,218,
2,S2SIR32,2,Siraha,3,B,Manotari Devi Das,Female,CPN-ML,111,
2,S2SIR32,2,Siraha,3,B,Pramod Kumar Yadav,Male,CPN-UML,11954,1
2,S2SIR32,2,Siraha,3,B,Rabindra Kumar Yadav,Male,Independent,11,
2,S2SIR32,2,Siraha,3,B,Niraj Kumar,Male,Independent,17,
2,S2SIR32,2,Siraha,3,B,Shatrusadhan Yadav,Male,Independent,24,
2,S2SIR32,2,Siraha,3,B,Joginder Mochi,Male,Unified RPP (Nationalist),56,
2,S2SIR32,2,Siraha,3,B,Subhash Chandra Yadav,Male,Nepali Congress,9486,
2,S2SIR32,2,Siraha,3,B,Surendra Kumar Yadav,Male,Independent,14,
2,S2SIR32,2,Siraha,3,B,Ram Adhin Yadav,Male,Independent,13,
2,S2SIR32,2,Siraha,3,B,Manoranjjan Goit,Male,Sanghiya Samajwadi Forum,8268,
2,S2SIR32,2,Siraha,3,B,Mo. Abbas Sheikh,Male,RPP,53,
2,S2SIR32,2,Siraha,3,B,Chandradeep Bahadur Bhujel,Male,Independent,9,
2,S2SIR32,2,Siraha,3,B,Mo. Tahir Miya,Male,"Dalit, Muslim Janashakti Party",38,
2,S2SIR32,2,Siraha,3,B,Jitendra Kumar Jha,Male,Independent,23,
2,S2SIR41,2,Siraha,4,A,Ram Kumar Mandal,Male,RJP-N,9983,
2,S2SIR41,2,Siraha,4,A,Palas Devi Mahara,Female,Independent,111,
2,S2SIR41,2,Siraha,4,A,Jhauli Mahato,Male,Unified RPP (Nationalist),356,
2,S2SIR41,2,Siraha,4,A,Kapil Dev Shah,Male,Nepali Congress,3788,
2,S2SIR41,2,Siraha,4,A,Bij Pasman,Male,Nepal Sanghiya Samajwadi Party,183,
2,S2SIR41,2,Siraha,4,A,Lekh Raj Dahal,Male,RPP,124,
2,S2SIR41,2,Siraha,4,A,Parwati Kumari Shah,Female,Independent,10,
2,S2SIR41,2,Siraha,4,A,Parmeshwar Sah,Male,Independent,29,
2,S2SIR41,2,Siraha,4,A,Pujan Khatwe,Male,Bahujan Shakti Party,123,
2,S2SIR41,2,Siraha,4,A,Prabhat Mahato,Male,Naya Shakti Party,417,
2,S2SIR41,2,Siraha,4,A,Uday Kumar Sah,Male,Independent,22,
2,S2SIR41,2,Siraha,4,A,Dilip Kumar Sah,Male,Maoist Centre,11121,1
2,S2SIR41,2,Siraha,4,A,Ram Prakash Mahaseth,Male,Independent,3,
2,S2SIR41,2,Siraha,4,A,Ram Bhawn Kapar,Male,Nepal Samajwadi Party (Lohiyawadi),187,
2,S2SIR41,2,Siraha,4,A,Sanjiv Kumar Yadav,Male,Independent,7,
2,S2SIR42,2,Siraha,4,B,Binesh Kumar Mandal,Male,Independent,21,
2,S2SIR42,2,Siraha,4,B,Shiva Lal Pasman,Male,Independent,12,
2,S2SIR42,2,Siraha,4,B,Pradip Kumar Mahato,Male,Independent,10,
2,S2SIR42,2,Siraha,4,B,Asheshwar Mahato,Male,Nepal Janata Party,96,
2,S2SIR42,2,Siraha,4,B,Ram Prakash Yadav,Male,Independent,422,
2,S2SIR42,2,Siraha,4,B,Ganesh Kumar Mandal,Male,Nepali Congress,7499,
2,S2SIR42,2,Siraha,4,B,Rajendra Yadav,Male,Independent,200,
2,S2SIR42,2,Siraha,4,B,Suresh Kumar Mandal,Male,RJP-N,10480,1
2,S2SIR42,2,Siraha,4,B,Rajeshwar Yadav,Male,Unified RPP (Nationalist),246,
2,S2SIR42,2,Siraha,4,B,Masuda Khatun,Female,Independent,8,
2,S2SIR42,2,Siraha,4,B,Rajeshwar Sah,Male,Itihasik Prajatantrik Janata Party,53,
2,S2SIR42,2,Siraha,4,B,Lal Babu Yadav,Male,Independent,19,
2,S2SIR42,2,Siraha,4,B,Ram Pukar Sah Teli,Male,Independent,8,
2,S2SIR42,2,Siraha,4,B,Ram Kishor Yadav,Male,Independent,21,
2,S2SIR42,2,Siraha,4,B,Tahud Miya,Male,Bahujan Shakti Party,390,
2,S2SIR42,2,Siraha,4,B,Tulsi Prasad Yadav,Male,CPN-UML,7492,
2,S2SIR42,2,Siraha,4,B,Rajdev Yadav,Male,RPP,200,
2,S2SIR42,2,Siraha,4,B,Kari Yadav,Male,Independent,16,
2,S3SIND11,3,Sindhuli,1,A,Bishnu Bahadur Sunuwar,Male,Naya Shakti Party,420,
2,S3SIND11,3,Sindhuli,1,A,Shanti Man Karki,Male,Deshbhakta Janaganatantrik Morcha,69,
2,S3SIND11,3,Sindhuli,1,A,Rajesh Bhattarai,Male,CPN-ML,686,
2,S3SIND11,3,Sindhuli,1,A,Shaligram Majhi,Male,RPP,93,
2,S3SIND11,3,Sindhuli,1,A,Ganga Prasad Giri,Male,Nepali Congress,11009,
2,S3SIND11,3,Sindhuli,1,A,Naina Bahadur Budhathoki,Male,Sanghiya Samajwadi Forum,63,
2,S3SIND11,3,Sindhuli,1,A,Lekha Natha Dahal,Male,Maoist Centre,16524,1
2,S3SIND12,3,Sindhuli,1,B,Thaneshwar Bhatatrai,Male,Naya Shakti Party,196,
2,S3SIND12,3,Sindhuli,1,B,Chandra Bahadur Magar,Male,Deshbhakta Janaganatantrik Morcha,299,
2,S3SIND12,3,Sindhuli,1,B,Pradip Kumar Katuwal Chhetri,Male,CPN-UML,16612,1
2,S3SIND12,3,Sindhuli,1,B,Bhaj Narayan Shrestha,Male,CPN-Marxist,174,
2,S3SIND12,3,Sindhuli,1,B,Som Nath Adhikari,Male,Sanghiya Samajwadi Forum,82,
2,S3SIND12,3,Sindhuli,1,B,Shyam Kumar Ghimire,Male,Nepali Congress,11955,
2,S3SIND21,3,Sindhuli,2,A,Binod Kumar Khadka,Male,CPN-UML,17366,1
2,S3SIND21,3,Sindhuli,2,A,Hari Bahadur Basnet,Male,Deshbhakta Janaganatantrik Morcha,114,
2,S3SIND21,3,Sindhuli,2,A,Bhart Kumar Yonjan,Male,Sanghiya Samajwadi Forum,69,
2,S3SIND21,3,Sindhuli,2,A,Aaite Sarki,Male,Jana Samajwadi Party,876,
2,S3SIND21,3,Sindhuli,2,A,Manik Kumar Dhakal,Male,Nepali Congress,9858,
2,S3SIND21,3,Sindhuli,2,A,Surad Bahadur Syantan,Male,Naya Shakti Party,389,
2,S3SIND21,3,Sindhuli,2,A,Chandra Kumar Ghising,Male,RPP,112,
2,S3SIND22,3,Sindhuli,2,B,Purna Kumari Devkota,Female,Deshbhakta Janaganatantrik Morcha,36,
2,S3SIND22,3,Sindhuli,2,B,Arjun Bahadur Karki,Male,RPP,32,
2,S3SIND22,3,Sindhuli,2,B,Buddhi Man Majhi,Male,Maoist Centre,13749,1
2,S3SIND22,3,Sindhuli,2,B,Thagendra Muktan,Male,Rastriya Janamukti Party,143,
2,S3SIND22,3,Sindhuli,2,B,Chhetra Bahadur Bamjan,Male,Nepali Congress,8523,
2,S3SIND22,3,Sindhuli,2,B,Sun Maya Waiba,Female,CPN-ML,448,
2,S3SIND22,3,Sindhuli,2,B,Janak Kumar Bajyu,Male,Sanghiya Samajwadi Forum,46,
2,S2DHA11,2,Dhanusha,1,A,Shiv Kumar Mahto,Male,Independent,75,
2,S2DHA11,2,Dhanusha,1,A,Shiv Kumar Sah,Male,Independent,35,
2,S2DHA11,2,Dhanusha,1,A,Shatrudhan Prasad Sah Teli,Male,Independent,159,
2,S2DHA11,2,Dhanusha,1,A,Kishori Sah Kamal,Male,CPN-UML,14209,1
2,S2DHA11,2,Dhanusha,1,A,Sanjit Kumar Sah,Male,Independent,54,
2,S2DHA11,2,Dhanusha,1,A,Shyam Narayan Yadav,Male,Sanghiya Samajwadi Forum,8911,
2,S2DHA11,2,Dhanusha,1,A,Premkishor Kumar Sah Teli,Male,Nepali Congress,6714,
2,S2DHA11,2,Dhanusha,1,A,Harishankar Prasad Sah,Male,Unified RPP (Nationalist),414,
2,S2DHA11,2,Dhanusha,1,A,Rabindra Yadav,Male,Rastriya Janamukti Party,250,
2,S2DHA11,2,Dhanusha,1,A,Saidul Rain,Male,Independent,22,
2,S2DHA11,2,Dhanusha,1,A,Hari Prasad Yadav,Male,Independent,57,
2,S2DHA11,2,Dhanusha,1,A,Nageshwar Yadav,Male,Independent,39,
2,S2DHA11,2,Dhanusha,1,A,Pramod Sahni,Male,Independent,93,
2,S2DHA11,2,Dhanusha,1,A,Anil Kumar Yadav,Male,Independent,90,
2,S2DHA11,2,Dhanusha,1,A,Jay Kumar Yadav,Male,Independent,1857,
2,S2DHA11,2,Dhanusha,1,A,Ram Udgar Yadav,Male,Naya Shakti Party,375,
2,S2DHA12,2,Dhanusha,1,B,Dhawendra Kumar Singh,Male,Independent,92,
2,S2DHA12,2,Dhanusha,1,B,Pramod Kumar Khatwe,Male,Independent,180,
2,S2DHA12,2,Dhanusha,1,B,Ram Uday Yadav,Male,Nepali Congress,7628,
2,S2DHA12,2,Dhanusha,1,B,Bhubneshwar Yadav,Male,Independent,64,
2,S2DHA12,2,Dhanusha,1,B,Ramkarn Mandal,Male,Independent,15,
2,S2DHA12,2,Dhanusha,1,B,Hari Narayan Yadv,Male,Independent,12,
2,S2DHA12,2,Dhanusha,1,B,Surendra Kumar Mandal,Male,Independent,102,
2,S2DHA12,2,Dhanusha,1,B,Raj Kishor Yadav,Male,Independent,30,
2,S2DHA12,2,Dhanusha,1,B,Gyanendra Prasad Sah,Male,RPP,418,
2,S2DHA12,2,Dhanusha,1,B,Rita Yadav,Female,RJP-N,9865,
2,S2DHA12,2,Dhanusha,1,B,Ramchandra Mandal,Male,Maoist Centre,13468,1
2,S2DHA12,2,Dhanusha,1,B,Rasilal Pandit,Male,Independent,68,
2,S2DHA12,2,Dhanusha,1,B,Bijay Kumar Yadav,Male,Independent,60,
2,S2DHA21,2,Dhanusha,2,A,Ramkarn Yadav,Male,Independent,80,
2,S2DHA21,2,Dhanusha,2,A,Ram Bahadur Das Tatma,Male,Independent,33,
2,S2DHA21,2,Dhanusha,2,A,Shrawan Kumar Yadav,Male,Unified RPP (Nationalist),336,
2,S2DHA21,2,Dhanusha,2,A,Rajeshwar Goit,Male,Nepali Congress,7386,
2,S2DHA21,2,Dhanusha,2,A,Abdha Kishor Mandal,Male,Naya Shakti Party,137,
2,S2DHA21,2,Dhanusha,2,A,Shailendra Kumar Singh,Male,Independent,12,
2,S2DHA21,2,Dhanusha,2,A,Shailendra Kumar Yadav,Male,Sanghiya Samajwadi Forum,16523,1
2,S2DHA21,2,Dhanusha,2,A,Pawan Kumar Jha,Male,Independent,28,
2,S2DHA21,2,Dhanusha,2,A,Najir Kwari,Male,Independent,71,
2,S2DHA21,2,Dhanusha,2,A,Ram Dyal Mandal,Male,Independent,15,
2,S2DHA21,2,Dhanusha,2,A,Shreepujan Yadav,Male,Independent,20,
2,S2DHA21,2,Dhanusha,2,A,Prabhakar Jha,Male,Independent,149,
2,S2DHA21,2,Dhanusha,2,A,Nawal Kishor Sah,Male,Maoist Centre,9085,
2,S2DHA21,2,Dhanusha,2,A,Jugati Ran Yadav,Male,Independent,148,
2,S2DHA22,2,Dhanusha,2,B,Chandru Bhushan Adhikari,Male,Naya Shakti Party,85,
2,S2DHA22,2,Dhanusha,2,B,Ram Chandra Mandal,Male,CPN-UML,9489,
2,S2DHA22,2,Dhanusha,2,B,Nand Kumar Yadav,Male,Independent,177,
2,S2DHA22,2,Dhanusha,2,B,Dukhi Mandal,Male,Independent,28,
2,S2DHA22,2,Dhanusha,2,B,Tapeshwar Mandal,Male,Independent,32,
2,S2DHA22,2,Dhanusha,2,B,Rajendra Raut Amat,Male,Unified RPP (Nationalist),364,
2,S2DHA22,2,Dhanusha,2,B,Hari Narayan Panjiyar,Male,Independent,30,
2,S2DHA22,2,Dhanusha,2,B,Pappu Kumar Ran,Male,Independent,29,
2,S2DHA22,2,Dhanusha,2,B,Rajdev Yadav,Male,Nepali Congress,7164,
2,S2DHA22,2,Dhanusha,2,B,Lalita Kumar Mandal,Male,Independent,10,
2,S2DHA22,2,Dhanusha,2,B,Manoj Kumar Rae,Male,Independent,27,
2,S2DHA22,2,Dhanusha,2,B,Ram Ashishh Yadav,Male,Sanghiya Samajwadi Forum,17132,1
2,S2DHA22,2,Dhanusha,2,B,Dipesh Kumar Yadav,Male,Independent,65,
2,S2DHA31,2,Dhanusha,3,A,Abadhesh Kumar Mishra,Male,Independent,106,
2,S2DHA31,2,Dhanusha,3,A,Badri Narayan  Yadav,Male,Independent,8,
2,S2DHA31,2,Dhanusha,3,A,Gita Devi Mahara,Female,Unified RPP (Nationalist),171,
2,S2DHA31,2,Dhanusha,3,A,Jitnarayan Pandit,Male,Independent,7,
2,S2DHA31,2,Dhanusha,3,A,Ramsroj Yadav,Male,Nepali Congress,15685,1
2,S2DHA31,2,Dhanusha,3,A,Dipedra Kumar Yadav,Male,CPN-UML,4945,
2,S2DHA31,2,Dhanusha,3,A,Samin Momin,Male,Independent,12,
2,S2DHA31,2,Dhanusha,3,A,Ramsogarth Bair,Male,Independent,2,
2,S2DHA31,2,Dhanusha,3,A,Kabindra Nath Thakur,Male,RJP-N,14047,
2,S2DHA31,2,Dhanusha,3,A,Shilakant Jha,Male,Independent,7,
2,S2DHA31,2,Dhanusha,3,A,Arun Kumar Yadv,Male,Independent,48,
2,S2DHA31,2,Dhanusha,3,A,Birendra Prasad Yadav,Male,Independent,8,
2,S2DHA31,2,Dhanusha,3,A,Kamal Dev Yadav,Male,Independent,23,
2,S2DHA31,2,Dhanusha,3,A,Rajkumar Mishra,Male,Independent,11,
2,S2DHA31,2,Dhanusha,3,A,Indrakant Jha,Male,Independent,88,
2,S2DHA32,2,Dhanusha,3,B,Rambabu Shah,Male,Independent,4,
2,S2DHA32,2,Dhanusha,3,B,Dinesh Singh,Male,Independent,4,
2,S2DHA32,2,Dhanusha,3,B,Jitendra Kumar Sah Haluwai,Male,Independent,5,
2,S2DHA32,2,Dhanusha,3,B,Shiv Sah Haluwai,Male,Lok Kalyankari Janata Party,13,
2,S2DHA32,2,Dhanusha,3,B,Prameshwar Sah Sudi,Male,RJP-N,15293,1
2,S2DHA32,2,Dhanusha,3,B,Ram Sharn Jha,Male,CPN-ML,197,
2,S2DHA32,2,Dhanusha,3,B,Ram Pukar Rae,Male,Nepal Samajwadi Party (Lohiyawadi),18,
2,S2DHA32,2,Dhanusha,3,B,Imam Mohmmd,Male,Yuva Nepal Party,15,
2,S2DHA32,2,Dhanusha,3,B,Shyam Prasad Sah,Male,Nepali Congress,10472,
2,S2DHA32,2,Dhanusha,3,B,Birendra Prasad Lal Karn,Male,Unified RPP (Nationalist),177,
2,S2DHA32,2,Dhanusha,3,B,Ram Ekwal Raut Kurmi,Male,Independent,4,
2,S2DHA32,2,Dhanusha,3,B,Amarendra Kumar Jha,Male,Independent,30,
2,S2DHA32,2,Dhanusha,3,B,Bachandev Panjiyar Sudi,Male,Independent,4,
2,S2DHA32,2,Dhanusha,3,B,Shushil Kumar Karn,Male,Independent,28,
2,S2DHA32,2,Dhanusha,3,B,Kameshwar Prasad Mahto,Male,Maoist Centre,1070,
2,S2DHA32,2,Dhanusha,3,B,Shushil Kumar Singh,Male,Independent,7,
2,S2DHA32,2,Dhanusha,3,B,Jagdish Prasad Sah,Male,Independent,3,
2,S2DHA32,2,Dhanusha,3,B,Roshan Kumar Chhetri,Male,Independent,2,
2,S2DHA32,2,Dhanusha,3,B,Kaushal Kishor Mishra,Male,Independent,16,
2,S2DHA32,2,Dhanusha,3,B,Latu Das Tatma,Male,Rastriya Janamukti Party,71,
2,S2DHA41,2,Dhanusha,4,A,Nutaneshwar Prasad Sah,Male,Naya Shakti Party,116,
2,S2DHA41,2,Dhanusha,4,A,Rakesh Kumar Sah,Male,Independent,54,
2,S2DHA41,2,Dhanusha,4,A,Ram Kumar Yadav,Male,Independent,49,
2,S2DHA41,2,Dhanusha,4,A,Rekha Devi Das,Female,CPN-ML,97,
2,S2DHA41,2,Dhanusha,4,A,Atri Kumar Yadav,Male,Independent,27,
2,S2DHA41,2,Dhanusha,4,A,Jagadish Yadav,Male,Bibeksheel Sajha Party,103,
2,S2DHA41,2,Dhanusha,4,A,Babu Saheb Yadav,Male,CPN-UML,7763,
2,S2DHA41,2,Dhanusha,4,A,Pra.(Dr.)Chandra Mohan Yadav,Male,Nepali Congress,7873,
2,S2DHA41,2,Dhanusha,4,A,Ram Lekha Yadav,Male,Independent,19,
2,S2DHA41,2,Dhanusha,4,A,Babu Saheb Yadav,Male,Independent,42,
2,S2DHA41,2,Dhanusha,4,A,Sanjay Kumar Yadav,Male,Independent,13,
2,S2DHA41,2,Dhanusha,4,A,Dev Chandra Jha,Male,Independent,25,
2,S2DHA41,2,Dhanusha,4,A,Gyanendr Kumar Yadav,Male,Sanghiya Samajwadi Forum,14606,1
2,S2DHA41,2,Dhanusha,4,A,Badri Yadav,Male,Independent,12,
2,S2DHA41,2,Dhanusha,4,A,Sanjay Kumar Yadav,Male,Independent,11,
2,S2DHA41,2,Dhanusha,4,A,Ram Kumar Paswan,Male,Independent,33,
2,S2DHA41,2,Dhanusha,4,A,Bechan Maha Setha Sudi,Male,Independent,195,
2,S2DHA41,2,Dhanusha,4,A,Rita Jha,Female,Rastriya Janamukti Party,87,
2,S2DHA42,2,Dhanusha,4,B,Mangal Ram Chamar,Male,Naya Shakti Party,139,
2,S2DHA42,2,Dhanusha,4,B,Ram Prakash Mahto Koiri,Male,Independent,35,
2,S2DHA42,2,Dhanusha,4,B,Ranju Kumari Singh,Female,Nepal Samajwadi Party,183,
2,S2DHA42,2,Dhanusha,4,B,Raj Kumar Thapa,Male,Independent,36,
2,S2DHA42,2,Dhanusha,4,B,Lalita Narayan Yadav,Male,Independent,25,
2,S2DHA42,2,Dhanusha,4,B,Shiv Kumar Mahto,Male,Independent,24,
2,S2DHA42,2,Dhanusha,4,B,Anil Kumar Mahto,Male,Independent,51,
2,S2DHA42,2,Dhanusha,4,B,Binod Kumar Dahal,Male,Independent,17,
2,S2DHA42,2,Dhanusha,4,B,Shatru Dhan Mahto,Male,CPN-UML,12800,1
2,S2DHA42,2,Dhanusha,4,B,Ramdev Mahto Koiri,Male,Independent,10,
2,S2DHA42,2,Dhanusha,4,B,Ram Dyal Raut,Male,RPP,145,
2,S2DHA42,2,Dhanusha,4,B,Janak Lal Mahto,Male,Independent,12,
2,S2DHA42,2,Dhanusha,4,B,Raj Kishor Mahto,Male,Sanghiya Samajwadi Forum,7940,
2,S2DHA42,2,Dhanusha,4,B,Basulal Mahto Koiri,Male,Nepali Congress,11549,
2,S2DHA42,2,Dhanusha,4,B,Suruj Narayan Mahto,Male,Independent,16,
2,S2MAH11,2,Mahottari,1,A,Rupa Kumari Yadav,Female,RJP-N,6482,
2,S2MAH11,2,Mahottari,1,A,Rewant Karki,Male,Independent,28,
2,S2MAH11,2,Mahottari,1,A,Mithalesh Yadav,Male,Unified RPP (Nationalist),69,
2,S2MAH11,2,Mahottari,1,A,Liptaman Rana Magar,Male,Rastriya Janamukti Party,180,
2,S2MAH11,2,Mahottari,1,A,Prahlad Kumar Chhetri,Male,Nepali Congress,9031,
2,S2MAH11,2,Mahottari,1,A,Pramod Kumar Singh,Male,RPP,78,
2,S2MAH11,2,Mahottari,1,A,Sharda Devi Thapa,Female,CPN-UML,10282,1
2,S2MAH11,2,Mahottari,1,A,Ram Jatan Mahato,Male,Independent,12,
2,S2MAH11,2,Mahottari,1,A,Raju Khadka,Male,Maoist Centre,1918,
2,S2MAH11,2,Mahottari,1,A,Dhanraj Lama Moktan,Male,Independent,1,
2,S2MAH11,2,Mahottari,1,A,Pramila Kumari,Female,Independent,14,
2,S2MAH12,2,Mahottari,1,B,Sanjib Kumar Thakur,Male,Independent,10,
2,S2MAH12,2,Mahottari,1,B,Ghan Shyam Singh,Male,Independent,48,
2,S2MAH12,2,Mahottari,1,B,Jagannatha Mahato,Male,Independent,98,
2,S2MAH12,2,Mahottari,1,B,Bipin Sah Kanu,Male,Independent,17,
2,S2MAH12,2,Mahottari,1,B,Rajesh Das,Male,Independent,7,
2,S2MAH12,2,Mahottari,1,B,Ram Babu Yadav,Male,Independent,15,
2,S2MAH12,2,Mahottari,1,B,Biltu Sah,Male,Independent,16,
2,S2MAH12,2,Mahottari,1,B,Kashi Mahato Koiri,Male,Naya Shakti Party,134,
2,S2MAH12,2,Mahottari,1,B,Sujay Kumar Thakur,Male,Unified RPP (Nationalist),148,
2,S2MAH12,2,Mahottari,1,B,Devendra Sah Rauniyar,Male,Independent,9,
2,S2MAH12,2,Mahottari,1,B,Birendra Mahato,Male,Independent,19,
2,S2MAH12,2,Mahottari,1,B,Radheshyam Sapkota,Male,Independent,22,
2,S2MAH12,2,Mahottari,1,B,Binod Kumar Mahato,Male,Sanghiya Samajwadi Forum,9668,
2,S2MAH12,2,Mahottari,1,B,Bharat Prasad Shah,Male,Maoist Centre,10093,1
2,S2MAH12,2,Mahottari,1,B,Ram Shrestha Mahato,Male,Nepali Congress,5405,
2,S2MAH21,2,Mahottari,2,A,Kudus Momin,Male,Independent,80,
2,S2MAH21,2,Mahottari,2,A,Sushil Kumar Yadav,Male,Nepali Congress,6478,
2,S2MAH21,2,Mahottari,2,A,Mo. Raphijul Rain,Male,Independent,21,
2,S2MAH21,2,Mahottari,2,A,Jainul Rain,Male,RJP-N,14456,1
2,S2MAH21,2,Mahottari,2,A,Rita Devi,Female,Unified RPP (Nationalist),152,
2,S2MAH21,2,Mahottari,2,A,Ram Mani Sah,Male,Naya Shakti Party,94,
2,S2MAH21,2,Mahottari,2,A,Bharat Thakur,Male,Independent,155,
2,S2MAH21,2,Mahottari,2,A,Raj Kishor Yadav,Male,Maoist Centre,4132,
2,S2MAH22,2,Mahottari,2,B,Ram Lala Thakur,Male,Yuva Nepal Party,24,
2,S2MAH22,2,Mahottari,2,B,Ram Sundar Yadav,Male,Independent,7,
2,S2MAH22,2,Mahottari,2,B,Mohan Mandal Dhanuk,Male,Independent,38,
2,S2MAH22,2,Mahottari,2,B,Bipin Kumar Mishra,Male,RPP,107,
2,S2MAH22,2,Mahottari,2,B,Ainul Nadaf,Male,Nepal Sanghiya Samajwadi Party,335,
2,S2MAH22,2,Mahottari,2,B,Ram Shrestha Sah,Male,CPN-ML,29,
2,S2MAH22,2,Mahottari,2,B,Digambar Jha,Male,Independent,348,
2,S2MAH22,2,Mahottari,2,B,Arun Kumar Singh,Male,Independent,34,
2,S2MAH22,2,Mahottari,2,B,Raj Karna Prasad Sah Sudi,Male,Nepali Congress,6497,
2,S2MAH22,2,Mahottari,2,B,Jay Kishor Sah,Male,Naya Shakti Party,115,
2,S2MAH22,2,Mahottari,2,B,Shiv aChandra Sah,Male,Independent,272,
2,S2MAH22,2,Mahottari,2,B,Shyam Sundar Sah Sudi,Male,Independent,9,
2,S2MAH22,2,Mahottari,2,B,Surita Kumari Sah,Female,RJP-N,15440,1
2,S2MAH22,2,Mahottari,2,B,Ajay Kumar Mandal,Male,Maoist Centre,1708,
2,S2MAH22,2,Mahottari,2,B,Bijay Kumar Rae,Male,Independent,550,
